"Time [s]";"Pressure [mmHg]";
187.30;53.47;
187.31;53.23;
187.32;52.84;
187.33;52.89;
187.34;52.67;
187.35;52.50;
187.36;52.22;
187.37;52.20;
187.38;52.34;
187.39;52.56;
187.40;53.58;
187.41;55.83;
187.42;59.88;
187.43;63.94;
187.44;69.38;
187.45;77.56;
187.46;84.59;
187.47;89.64;
187.48;91.27;
187.49;90.94;
187.50;90.06;
187.51;89.36;
187.52;88.31;
187.53;86.95;
187.54;84.98;
187.55;83.83;
187.56;83.09;
187.57;82.42;
187.58;81.22;
187.59;79.02;
187.60;76.33;
187.61;74.48;
187.62;72.48;
187.63;70.73;
187.64;68.23;
187.65;66.05;
187.66;64.36;
187.67;63.30;
187.68;63.08;
187.69;62.88;
187.70;62.89;
187.71;62.64;
187.72;62.50;
187.73;62.84;
187.74;62.53;
187.75;62.98;
187.76;63.02;
187.77;63.33;
187.78;63.78;
187.79;64.28;
187.80;65.12;
187.81;65.66;
187.82;65.55;
187.83;65.30;
187.84;65.25;
187.85;65.25;
187.86;65.48;
187.87;65.09;
187.88;64.69;
187.89;64.00;
187.90;63.70;
187.91;63.47;
187.92;62.83;
187.93;62.48;
187.94;62.03;
187.95;61.16;
187.96;60.86;
187.97;59.80;
187.98;59.44;
187.99;59.06;
188.00;58.52;
188.01;57.62;
188.02;57.33;
188.03;56.95;
188.04;56.59;
188.05;56.14;
188.06;55.91;
188.07;55.53;
188.08;55.45;
188.09;54.91;
188.10;54.62;
188.11;54.62;
188.12;54.55;
188.13;54.41;
188.14;54.28;
188.15;53.98;
188.16;53.94;
188.17;53.88;
188.18;53.69;
188.19;53.62;
188.20;53.59;
188.21;53.36;
188.22;53.39;
188.23;53.17;
188.24;53.05;
188.25;52.62;
188.26;52.36;
188.27;52.06;
188.28;52.05;
188.29;51.73;
188.30;51.64;
188.31;51.81;
188.32;52.12;
188.33;53.06;
188.34;55.27;
188.35;59.94;
188.36;66.95;
188.37;73.30;
188.38;78.14;
188.39;82.48;
188.40;84.88;
188.41;85.92;
188.42;86.86;
188.43;87.23;
188.44;87.06;
188.45;86.28;
188.46;85.95;
188.47;85.55;
188.48;84.88;
188.49;84.28;
188.50;83.42;
188.51;81.38;
188.52;78.53;
188.53;75.52;
188.54;72.81;
188.55;69.80;
188.56;67.59;
188.57;65.56;
188.58;64.48;
188.59;63.66;
188.60;63.16;
188.61;62.56;
188.62;62.20;
188.63;61.56;
188.64;61.75;
188.65;61.81;
188.66;61.83;
188.67;61.81;
188.68;61.98;
188.69;62.11;
188.70;62.45;
188.71;63.19;
188.72;64.31;
188.73;65.19;
188.74;65.14;
188.75;65.23;
188.76;65.28;
188.77;65.52;
188.78;65.73;
188.79;65.50;
188.80;65.17;
188.81;64.86;
188.82;64.73;
188.83;64.58;
188.84;64.28;
188.85;64.34;
188.86;63.56;
188.87;62.91;
188.88;62.38;
188.89;61.94;
188.90;61.38;
188.91;60.72;
188.92;60.17;
188.93;59.61;
188.94;59.23;
188.95;59.09;
188.96;58.88;
188.97;58.86;
188.98;58.53;
188.99;58.55;
189.00;58.44;
189.01;58.48;
189.02;58.52;
189.03;58.44;
189.04;58.28;
189.05;58.23;
189.06;58.31;
189.07;58.28;
189.08;58.39;
189.09;58.61;
189.10;58.30;
189.11;58.55;
189.12;59.05;
189.13;59.36;
189.14;59.81;
189.15;60.30;
189.16;60.72;
189.17;61.05;
189.18;61.38;
189.19;61.64;
189.20;61.80;
189.21;62.50;
189.22;62.88;
189.23;63.69;
189.24;66.45;
189.25;69.58;
189.26;72.92;
189.27;78.17;
189.28;83.86;
189.29;87.36;
189.30;90.22;
189.31;92.66;
189.32;93.50;
189.33;93.08;
189.34;92.86;
189.35;91.81;
189.36;91.05;
189.37;89.77;
189.38;88.02;
189.39;86.52;
189.40;84.66;
189.41;82.72;
189.42;80.78;
189.43;78.92;
189.44;77.05;
189.45;76.42;
189.46;75.72;
189.47;73.88;
189.48;71.30;
189.49;69.45;
189.50;68.03;
189.51;67.38;
189.52;67.22;
189.53;66.95;
189.54;66.45;
189.55;66.14;
189.56;66.09;
189.57;65.95;
189.58;66.17;
189.59;66.14;
189.60;65.59;
189.61;65.33;
189.62;65.77;
189.63;66.22;
189.64;66.39;
189.65;66.48;
189.66;66.31;
189.67;66.48;
189.68;67.03;
189.69;67.06;
189.70;66.67;
189.71;66.42;
189.72;66.16;
189.73;66.12;
189.74;65.95;
189.75;65.22;
189.76;64.55;
189.77;63.33;
189.78;62.03;
189.79;61.84;
189.80;61.64;
189.81;61.44;
189.82;61.27;
189.83;61.22;
189.84;60.80;
189.85;60.44;
189.86;60.06;
189.87;59.53;
189.88;59.00;
189.89;58.78;
189.90;58.52;
189.91;58.20;
189.92;57.97;
189.93;57.80;
189.94;57.62;
189.95;57.16;
189.96;57.22;
189.97;56.75;
189.98;56.59;
189.99;56.30;
190.00;55.81;
190.01;55.47;
190.02;55.19;
190.03;55.14;
190.04;54.84;
190.05;54.89;
190.06;54.70;
190.07;54.52;
190.08;54.48;
190.09;54.48;
190.10;54.27;
190.11;54.91;
190.12;56.88;
190.13;60.80;
190.14;67.53;
190.15;74.94;
190.16;81.88;
190.17;86.83;
190.18;88.75;
190.19;88.00;
190.20;88.53;
190.21;89.28;
190.22;89.77;
190.23;89.22;
190.24;88.75;
190.25;87.25;
190.26;85.75;
190.27;84.09;
190.28;82.11;
190.29;79.48;
190.30;77.11;
190.31;75.31;
190.32;74.64;
190.33;74.34;
190.34;73.75;
190.35;72.22;
190.36;69.73;
190.37;67.30;
190.38;65.44;
190.39;64.41;
190.40;63.97;
190.41;64.03;
190.42;63.95;
190.43;64.25;
190.44;64.48;
190.45;64.78;
190.46;64.67;
190.47;64.75;
190.48;65.03;
190.49;65.45;
190.50;65.56;
190.51;66.23;
190.52;66.86;
190.53;67.16;
190.54;66.88;
190.55;66.89;
190.56;66.77;
190.57;66.48;
190.58;66.58;
190.59;66.12;
190.60;65.28;
190.61;64.75;
190.62;64.48;
190.63;64.06;
190.64;63.30;
190.65;62.64;
190.66;61.66;
190.67;61.08;
190.68;60.30;
190.69;60.08;
190.70;59.72;
190.71;59.00;
190.72;58.47;
190.73;57.75;
190.74;57.42;
190.75;57.23;
190.76;56.97;
190.77;56.92;
190.78;56.62;
190.79;56.23;
190.80;55.97;
190.81;55.41;
190.82;55.25;
190.83;54.94;
190.84;54.75;
190.85;54.55;
190.86;54.28;
190.87;54.23;
190.88;54.14;
190.89;53.91;
190.90;53.97;
190.91;53.81;
190.92;53.59;
190.93;53.55;
190.94;53.47;
190.95;53.36;
190.96;53.45;
190.97;53.42;
190.98;53.33;
190.99;53.42;
191.00;53.36;
191.01;53.39;
191.02;54.08;
191.03;55.66;
191.04;60.02;
191.05;67.27;
191.06;73.69;
191.07;78.86;
191.08;81.89;
191.09;84.59;
191.10;87.53;
191.11;89.50;
191.12;89.67;
191.13;88.95;
191.14;88.91;
191.15;88.52;
191.16;88.14;
191.17;87.50;
191.18;86.33;
191.19;85.52;
191.20;83.80;
191.21;81.47;
191.22;78.84;
191.23;76.89;
191.24;75.28;
191.25;72.88;
191.26;70.39;
191.27;68.16;
191.28;66.52;
191.29;66.03;
191.30;65.97;
191.31;65.61;
191.32;64.78;
191.33;64.61;
191.34;64.55;
191.35;64.34;
191.36;64.64;
191.37;64.53;
191.38;64.48;
191.39;64.44;
191.40;64.78;
191.41;64.94;
191.42;65.14;
191.43;65.33;
191.44;65.77;
191.45;66.30;
191.46;66.31;
191.47;66.17;
191.48;66.19;
191.49;65.98;
191.50;65.58;
191.51;65.23;
191.52;64.58;
191.53;63.75;
191.54;63.12;
191.55;63.00;
191.56;62.70;
191.57;62.11;
191.58;61.55;
191.59;61.03;
191.60;60.69;
191.61;60.20;
191.62;59.83;
191.63;59.27;
191.64;58.70;
191.65;58.17;
191.66;57.72;
191.67;57.45;
191.68;57.09;
191.69;56.66;
191.70;56.38;
191.71;56.19;
191.72;56.05;
191.73;55.86;
191.74;55.78;
191.75;55.58;
191.76;55.25;
191.77;55.27;
191.78;55.06;
191.79;54.92;
191.80;55.05;
191.81;54.61;
191.82;54.55;
191.83;54.39;
191.84;54.59;
191.85;54.44;
191.86;54.14;
191.87;54.16;
191.88;53.88;
191.89;53.70;
191.90;53.58;
191.91;53.64;
191.92;53.72;
191.93;54.23;
191.94;55.09;
191.95;58.39;
191.96;65.39;
191.97;73.14;
191.98;79.19;
191.99;82.91;
192.00;85.34;
192.01;87.16;
192.02;87.81;
192.03;87.42;
192.04;87.06;
192.05;87.11;
192.06;87.39;
192.07;87.20;
192.08;86.62;
192.09;85.47;
192.10;84.55;
192.11;82.30;
192.12;79.20;
192.13;76.30;
192.14;73.39;
192.15;70.58;
192.16;69.19;
192.17;68.59;
192.18;68.73;
192.19;67.95;
192.20;66.08;
192.21;64.14;
192.22;63.14;
192.23;62.91;
192.24;63.00;
192.25;63.11;
192.26;63.62;
192.27;63.95;
192.28;63.75;
192.29;63.80;
192.30;64.45;
192.31;64.75;
192.32;65.28;
192.33;65.62;
192.34;66.64;
192.35;67.33;
192.36;67.69;
192.37;67.30;
192.38;67.03;
192.39;66.50;
192.40;66.11;
192.41;65.91;
192.42;65.77;
192.43;65.20;
192.44;64.27;
192.45;63.08;
192.46;61.70;
192.47;60.56;
192.48;60.30;
192.49;59.73;
192.50;59.67;
192.51;59.33;
192.52;59.11;
192.53;59.05;
192.54;58.42;
192.55;57.70;
192.56;57.36;
192.57;57.00;
192.58;56.66;
192.59;56.44;
192.60;56.02;
192.61;55.69;
192.62;55.44;
192.63;55.14;
192.64;55.30;
192.65;55.25;
192.66;55.19;
192.67;55.44;
192.68;55.11;
192.69;55.05;
192.70;54.95;
192.71;54.84;
192.72;54.67;
192.73;54.61;
192.74;54.66;
192.75;54.42;
192.76;54.34;
192.77;54.00;
192.78;53.78;
192.79;53.50;
192.80;53.45;
192.81;53.45;
192.82;53.62;
192.83;53.75;
192.84;54.23;
192.85;55.47;
192.86;57.67;
192.87;62.91;
192.88;71.89;
192.89;79.84;
192.90;85.23;
192.91;88.03;
192.92;89.31;
192.93;88.94;
192.94;88.48;
192.95;88.02;
192.96;87.48;
192.97;87.27;
192.98;86.83;
192.99;86.38;
193.00;85.17;
193.01;84.31;
193.02;82.44;
193.03;79.94;
193.04;77.27;
193.05;74.23;
193.06;72.75;
193.07;71.09;
193.08;68.30;
193.09;66.67;
193.10;66.56;
193.11;65.92;
193.12;64.61;
193.13;63.62;
193.14;62.95;
193.15;62.81;
193.16;63.03;
193.17;63.16;
193.18;63.23;
193.19;63.34;
193.20;63.23;
193.21;63.34;
193.22;64.47;
193.23;65.55;
193.24;65.81;
193.25;65.89;
193.26;66.19;
193.27;65.78;
193.28;66.08;
193.29;65.89;
193.30;65.56;
193.31;65.33;
193.32;64.59;
193.33;64.14;
193.34;63.30;
193.35;63.08;
193.36;63.06;
193.37;62.83;
193.38;61.69;
193.39;60.77;
193.40;59.80;
193.41;59.47;
193.42;59.03;
193.43;58.53;
193.44;58.39;
193.45;57.67;
193.46;57.19;
193.47;56.94;
193.48;56.52;
193.49;56.50;
193.50;55.95;
193.51;55.61;
193.52;55.45;
193.53;55.09;
193.54;55.20;
193.55;54.92;
193.56;54.94;
193.57;54.70;
193.58;54.47;
193.59;54.38;
193.60;54.33;
193.61;54.20;
193.62;54.23;
193.63;54.11;
193.64;53.84;
193.65;53.64;
193.66;53.52;
193.67;53.31;
193.68;53.41;
193.69;53.12;
193.70;52.75;
193.71;52.69;
193.72;52.41;
193.73;52.52;
193.74;52.20;
193.75;52.22;
193.76;52.34;
193.77;52.95;
193.78;53.58;
193.79;56.69;
193.80;65.00;
193.81;71.98;
193.82;75.42;
193.83;78.50;
193.84;81.89;
193.85;85.86;
193.86;87.48;
193.87;87.41;
193.88;86.80;
193.89;87.09;
193.90;87.56;
193.91;87.42;
193.92;87.08;
193.93;86.22;
193.94;85.12;
193.95;83.58;
193.96;81.98;
193.97;79.11;
193.98;74.41;
193.99;71.00;
194.00;70.55;
194.01;69.58;
194.02;67.11;
194.03;65.41;
194.04;64.16;
194.05;63.64;
194.06;63.05;
194.07;62.88;
194.08;63.06;
194.09;63.36;
194.10;63.17;
194.11;62.78;
194.12;62.84;
194.13;63.02;
194.14;64.27;
194.15;65.56;
194.16;65.44;
194.17;65.47;
194.18;65.73;
194.19;65.91;
194.20;65.58;
194.21;65.42;
194.22;65.56;
194.23;65.28;
194.24;65.06;
194.25;64.83;
194.26;64.06;
194.27;63.28;
194.28;62.47;
194.29;62.14;
194.30;61.42;
194.31;60.48;
194.32;60.05;
194.33;59.41;
194.34;58.58;
194.35;58.14;
194.36;57.73;
194.37;57.30;
194.38;57.28;
194.39;56.91;
194.40;56.36;
194.41;56.25;
194.42;55.95;
194.43;55.56;
194.44;55.19;
194.45;55.05;
194.46;54.80;
194.47;54.42;
194.48;54.30;
194.49;54.36;
194.50;54.17;
194.51;54.22;
194.52;53.92;
194.53;53.83;
194.54;53.72;
194.55;53.83;
194.56;53.70;
194.57;53.61;
194.58;53.59;
194.59;53.72;
194.60;53.59;
194.61;53.75;
194.62;53.36;
194.63;53.52;
194.64;53.22;
194.65;53.23;
194.66;53.36;
194.67;53.28;
194.68;53.50;
194.69;53.86;
194.70;55.55;
194.71;58.50;
194.72;61.83;
194.73;69.16;
194.74;77.78;
194.75;82.61;
194.76;84.92;
194.77;86.72;
194.78;87.22;
194.79;87.06;
194.80;86.84;
194.81;86.42;
194.82;85.97;
194.83;85.30;
194.84;84.38;
194.85;82.62;
194.86;80.89;
194.87;78.08;
194.88;75.02;
194.89;72.38;
194.90;70.02;
194.91;68.08;
194.92;66.08;
194.93;64.86;
194.94;64.02;
194.95;62.67;
194.96;61.73;
194.97;61.20;
194.98;60.83;
194.99;60.28;
195.00;60.34;
195.01;60.48;
195.02;60.53;
195.03;60.98;
195.04;61.16;
195.05;61.33;
195.06;61.44;
195.07;61.95;
195.08;63.03;
195.09;63.83;
195.10;64.50;
195.11;64.95;
195.12;64.80;
195.13;64.81;
195.14;64.61;
195.15;64.45;
195.16;64.09;
195.17;63.72;
195.18;62.95;
195.19;62.05;
195.20;61.44;
195.21;60.48;
195.22;59.62;
195.23;59.19;
195.24;58.69;
195.25;58.33;
195.26;57.81;
195.27;57.09;
195.28;56.67;
195.29;56.12;
195.30;55.84;
195.31;55.39;
195.32;54.86;
195.33;54.56;
195.34;54.80;
195.35;54.19;
195.36;53.94;
195.37;53.61;
195.38;53.42;
195.39;53.33;
195.40;53.06;
195.41;52.94;
195.42;52.92;
195.43;52.80;
195.44;52.69;
195.45;52.66;
195.46;52.86;
195.47;52.56;
195.48;52.56;
195.49;52.33;
195.50;52.34;
195.51;52.05;
195.52;51.98;
195.53;51.97;
195.54;51.88;
195.55;51.67;
195.56;51.84;
195.57;51.66;
195.58;51.52;
195.59;51.73;
195.60;52.44;
195.61;53.53;
195.62;56.16;
195.63;60.95;
195.64;70.05;
195.65;79.41;
195.66;84.14;
195.67;85.81;
195.68;86.62;
195.69;86.72;
195.70;86.59;
195.71;87.12;
195.72;86.31;
195.73;85.80;
195.74;85.52;
195.75;85.25;
195.76;84.81;
195.77;84.30;
195.78;83.14;
195.79;81.14;
195.80;78.25;
195.81;74.72;
195.82;71.73;
195.83;68.80;
195.84;66.72;
195.85;64.95;
195.86;63.72;
195.87;63.45;
195.88;63.28;
195.89;63.67;
195.90;63.83;
195.91;62.86;
195.92;62.06;
195.93;61.50;
195.94;61.38;
195.95;61.48;
195.96;61.66;
195.97;63.30;
195.98;65.19;
195.99;65.86;
196.00;66.05;
196.01;65.55;
196.02;65.78;
196.03;65.67;
196.04;64.98;
196.05;64.38;
196.06;64.84;
196.07;64.52;
196.08;64.48;
196.09;63.66;
196.10;62.81;
196.11;62.08;
196.12;61.75;
196.13;61.30;
196.14;60.84;
196.15;60.12;
196.16;59.89;
196.17;59.17;
196.18;58.53;
196.19;57.66;
196.20;57.17;
196.21;56.62;
196.22;56.53;
196.23;55.81;
196.24;55.78;
196.25;55.53;
196.26;54.97;
196.27;54.64;
196.28;54.55;
196.29;54.27;
196.30;54.20;
196.31;53.50;
196.32;53.47;
196.33;53.06;
196.34;52.84;
196.35;52.80;
196.36;52.95;
196.37;52.72;
196.38;52.42;
196.39;52.23;
196.40;52.33;
196.41;52.20;
196.42;52.14;
196.43;52.12;
196.44;52.12;
196.45;51.77;
196.46;51.75;
196.47;51.52;
196.48;51.73;
196.49;51.61;
196.50;51.84;
196.51;52.17;
196.52;52.95;
196.53;55.62;
196.54;61.27;
196.55;69.08;
196.56;74.95;
196.57;78.92;
196.58;82.48;
196.59;84.20;
196.60;85.17;
196.61;86.98;
196.62;88.50;
196.63;88.58;
196.64;88.09;
196.65;86.81;
196.66;85.48;
196.67;84.56;
196.68;83.31;
196.69;81.92;
196.70;79.92;
196.71;78.11;
196.72;75.23;
196.73;72.27;
196.74;69.20;
196.75;66.89;
196.76;65.23;
196.77;63.66;
196.78;64.06;
196.79;63.95;
196.80;63.89;
196.81;63.59;
196.82;63.55;
196.83;63.33;
196.84;63.12;
196.85;63.08;
196.86;63.06;
196.87;62.98;
196.88;63.03;
196.89;62.89;
196.90;63.22;
196.91;63.48;
196.92;64.20;
196.93;64.30;
196.94;64.16;
196.95;64.20;
196.96;64.27;
196.97;64.31;
196.98;64.08;
196.99;63.83;
197.00;63.52;
197.01;63.20;
197.02;63.09;
197.03;62.84;
197.04;62.20;
197.05;61.80;
197.06;60.64;
197.07;59.98;
197.08;59.14;
197.09;58.53;
197.10;57.91;
197.11;57.62;
197.12;57.38;
197.13;56.89;
197.14;56.61;
197.15;56.36;
197.16;56.05;
197.17;55.59;
197.18;55.45;
197.19;55.19;
197.20;55.02;
197.21;54.72;
197.22;54.67;
197.23;54.64;
197.24;54.36;
197.25;54.38;
197.26;54.08;
197.27;53.97;
197.28;53.72;
197.29;53.89;
197.30;53.50;
197.31;53.58;
197.32;53.36;
197.33;53.19;
197.34;52.98;
197.35;52.89;
197.36;52.67;
197.37;52.62;
197.38;52.64;
197.39;52.61;
197.40;52.88;
197.41;52.92;
197.42;53.34;
197.43;54.94;
197.44;60.33;
197.45;69.25;
197.46;74.86;
197.47;78.77;
197.48;81.67;
197.49;83.86;
197.50;85.48;
197.51;85.03;
197.52;85.06;
197.53;84.55;
197.54;84.45;
197.55;84.31;
197.56;83.78;
197.57;82.91;
197.58;81.75;
197.59;79.69;
197.60;77.20;
197.61;74.50;
197.62;72.31;
197.63;70.72;
197.64;68.61;
197.65;66.39;
197.66;64.06;
197.67;62.42;
197.68;61.25;
197.69;60.69;
197.70;60.59;
197.71;60.44;
197.72;60.38;
197.73;60.55;
197.74;60.86;
197.75;60.73;
197.76;61.20;
197.77;61.03;
197.78;61.41;
197.79;61.84;
197.80;62.25;
197.81;62.66;
197.82;63.17;
197.83;63.38;
197.84;64.25;
197.85;64.61;
197.86;64.16;
197.87;63.69;
197.88;63.42;
197.89;63.16;
197.90;62.83;
197.91;62.50;
197.92;62.11;
197.93;61.23;
197.94;60.98;
197.95;60.25;
197.96;59.59;
197.97;59.14;
197.98;58.36;
197.99;57.73;
198.00;57.20;
198.01;56.88;
198.02;56.36;
198.03;55.97;
198.04;55.56;
198.05;55.34;
198.06;55.11;
198.07;54.59;
198.08;54.05;
198.09;53.80;
198.10;53.38;
198.11;53.47;
198.12;53.22;
198.13;53.16;
198.14;53.23;
198.15;53.19;
198.16;52.98;
198.17;53.20;
198.18;52.88;
198.19;52.81;
198.20;52.44;
198.21;52.41;
198.22;52.31;
198.23;52.17;
198.24;52.05;
198.25;51.97;
198.26;51.92;
198.27;51.95;
198.28;52.16;
198.29;52.09;
198.30;52.28;
198.31;53.28;
198.32;55.52;
198.33;61.55;
198.34;70.09;
198.35;78.36;
198.36;83.06;
198.37;84.92;
198.38;85.20;
198.39;85.47;
198.40;86.70;
198.41;87.53;
198.42;87.16;
198.43;86.64;
198.44;86.38;
198.45;85.64;
198.46;84.58;
198.47;83.11;
198.48;81.03;
198.49;77.58;
198.50;74.64;
198.51;72.58;
198.52;70.12;
198.53;67.92;
198.54;67.14;
198.55;66.38;
198.56;64.88;
198.57;62.72;
198.58;61.84;
198.59;61.11;
198.60;60.66;
198.61;60.75;
198.62;61.11;
198.63;61.09;
198.64;61.59;
198.65;61.52;
198.66;61.80;
198.67;61.58;
198.68;62.08;
198.69;62.47;
198.70;62.78;
198.71;62.98;
198.72;62.81;
198.73;62.92;
198.74;63.41;
198.75;64.05;
198.76;63.30;
198.77;63.05;
198.78;62.83;
198.79;62.62;
198.80;62.67;
198.81;62.08;
198.82;61.66;
198.83;61.19;
198.84;60.47;
198.85;59.98;
198.86;59.17;
198.87;58.41;
198.88;57.34;
198.89;56.48;
198.90;56.02;
198.91;55.81;
198.92;55.41;
198.93;55.30;
198.94;55.27;
198.95;54.94;
198.96;54.59;
198.97;54.48;
198.98;54.30;
198.99;54.06;
199.00;53.59;
199.01;53.08;
199.02;52.66;
199.03;52.53;
199.04;52.47;
199.05;52.20;
199.06;51.86;
199.07;51.88;
199.08;51.75;
199.09;51.52;
199.10;51.80;
199.11;51.89;
199.12;51.45;
199.13;51.89;
199.14;51.69;
199.15;51.55;
199.16;51.56;
199.17;51.45;
199.18;51.34;
199.19;51.52;
199.20;52.05;
199.21;52.86;
199.22;55.20;
199.23;61.00;
199.24;68.03;
199.25;75.03;
199.26;79.44;
199.27;81.67;
199.28;83.55;
199.29;85.36;
199.30;86.62;
199.31;87.58;
199.32;87.25;
199.33;87.06;
199.34;86.27;
199.35;85.56;
199.36;84.38;
199.37;82.62;
199.38;80.22;
199.39;77.27;
199.40;74.34;
199.41;71.27;
199.42;69.64;
199.43;68.12;
199.44;66.59;
199.45;64.47;
199.46;63.16;
199.47;61.92;
199.48;60.89;
199.49;60.09;
199.50;59.94;
199.51;59.70;
199.52;59.88;
199.53;59.72;
199.54;59.94;
199.55;60.03;
199.56;60.36;
199.57;60.95;
199.58;61.16;
199.59;61.12;
199.60;62.41;
199.61;63.09;
199.62;63.36;
199.63;63.17;
199.64;63.11;
199.65;62.95;
199.66;62.64;
199.67;62.41;
199.68;62.22;
199.69;61.42;
199.70;60.78;
199.71;60.05;
199.72;59.16;
199.73;58.47;
199.74;57.88;
199.75;57.03;
199.76;56.56;
199.77;55.98;
199.78;55.50;
199.79;55.34;
199.80;54.81;
199.81;54.59;
199.82;54.20;
199.83;53.73;
199.84;53.45;
199.85;53.12;
199.86;52.86;
199.87;52.67;
199.88;52.56;
199.89;52.09;
199.90;51.91;
199.91;51.53;
199.92;51.61;
199.93;51.53;
199.94;51.52;
199.95;51.14;
199.96;51.12;
199.97;50.97;
199.98;50.84;
199.99;50.52;
200.00;50.69;
200.01;50.48;
200.02;50.45;
200.03;50.14;
200.04;50.27;
200.05;50.08;
200.06;50.00;
200.07;49.97;
200.08;50.11;
200.09;49.92;
200.10;50.70;
200.11;51.48;
200.12;55.22;
200.13;61.91;
200.14;68.39;
200.15;74.48;
200.16;79.22;
200.17;81.77;
200.18;83.14;
200.19;84.14;
200.20;84.42;
200.21;84.22;
200.22;84.19;
200.23;83.92;
200.24;83.73;
200.25;83.02;
200.26;82.06;
200.27;80.56;
200.28;76.92;
200.29;73.09;
200.30;71.86;
200.31;70.55;
200.32;68.25;
200.33;65.05;
200.34;62.83;
200.35;60.92;
200.36;59.61;
200.37;58.53;
200.38;58.23;
200.39;57.89;
200.40;58.05;
200.41;58.03;
200.42;58.30;
200.43;58.39;
200.44;58.48;
200.45;59.53;
200.46;59.81;
200.47;60.08;
200.48;60.36;
200.49;60.52;
200.50;61.50;
200.51;62.39;
200.52;62.73;
200.53;62.45;
200.54;62.14;
200.55;62.06;
200.56;61.92;
200.57;61.55;
200.58;60.95;
200.59;60.42;
200.60;59.78;
200.61;59.36;
200.62;58.55;
200.63;57.84;
200.64;57.14;
200.65;56.58;
200.66;56.09;
200.67;55.70;
200.68;55.33;
200.69;54.89;
200.70;54.34;
200.71;54.14;
200.72;53.75;
200.73;53.33;
200.74;53.02;
200.75;52.67;
200.76;51.95;
200.77;51.81;
200.78;51.86;
200.79;51.73;
200.80;51.70;
200.81;51.48;
200.82;51.25;
200.83;51.44;
200.84;51.08;
200.85;50.98;
200.86;51.06;
200.87;50.89;
200.88;50.52;
200.89;50.28;
200.90;50.23;
200.91;50.19;
200.92;49.86;
200.93;49.80;
200.94;49.77;
200.95;49.88;
200.96;49.78;
200.97;50.00;
200.98;50.59;
200.99;51.97;
201.00;55.31;
201.01;60.83;
201.02;69.81;
201.03;77.61;
201.04;82.33;
201.05;83.84;
201.06;84.52;
201.07;84.59;
201.08;84.70;
201.09;84.41;
201.10;83.92;
201.11;83.70;
201.12;83.22;
201.13;82.73;
201.14;81.75;
201.15;79.73;
201.16;77.78;
201.17;74.97;
201.18;72.34;
201.19;69.06;
201.20;66.80;
201.21;64.25;
201.22;62.55;
201.23;60.78;
201.24;59.94;
201.25;59.36;
201.26;59.08;
201.27;59.20;
201.28;58.84;
201.29;58.92;
201.30;59.05;
201.31;58.83;
201.32;59.20;
201.33;59.08;
201.34;59.00;
201.35;59.44;
201.36;59.52;
201.37;59.30;
201.38;59.62;
201.39;59.88;
201.40;60.23;
201.41;60.91;
201.42;61.16;
201.43;60.92;
201.44;60.77;
201.45;60.66;
201.46;60.52;
201.47;60.20;
201.48;59.97;
201.49;59.31;
201.50;58.34;
201.51;57.56;
201.52;56.83;
201.53;55.95;
201.54;55.47;
201.55;55.17;
201.56;54.94;
201.57;54.36;
201.58;54.28;
201.59;53.89;
201.60;53.36;
201.61;52.95;
201.62;52.34;
201.63;52.19;
201.64;52.31;
201.65;52.00;
201.66;52.03;
201.67;51.86;
201.68;51.73;
201.69;51.27;
201.70;51.12;
201.71;51.19;
201.72;51.19;
201.73;51.17;
201.74;50.84;
201.75;50.78;
201.76;50.33;
201.77;50.28;
201.78;50.02;
201.79;49.95;
201.80;49.59;
201.81;49.66;
201.82;49.84;
201.83;49.53;
201.84;49.59;
201.85;49.89;
201.86;50.31;
201.87;51.72;
201.88;54.62;
201.89;60.75;
201.90;69.11;
201.91;76.58;
201.92;81.11;
201.93;83.12;
201.94;84.22;
201.95;84.80;
201.96;84.69;
201.97;84.61;
201.98;84.16;
201.99;83.69;
202.00;83.28;
202.01;82.53;
202.02;80.98;
202.03;79.23;
202.04;77.48;
202.05;75.17;
202.06;72.70;
202.07;69.81;
202.08;66.59;
202.09;63.45;
202.10;61.12;
202.11;59.95;
202.12;59.19;
202.13;58.92;
202.14;58.64;
202.15;58.55;
202.16;58.23;
202.17;58.47;
202.18;58.08;
202.19;58.28;
202.20;58.23;
202.21;58.38;
202.22;59.08;
202.23;59.23;
202.24;59.97;
202.25;59.61;
202.26;59.84;
202.27;60.19;
202.28;60.69;
202.29;61.28;
202.30;61.03;
202.31;60.91;
202.32;60.69;
202.33;60.30;
202.34;59.95;
202.35;59.59;
202.36;58.97;
202.37;58.48;
202.38;58.28;
202.39;57.53;
202.40;56.61;
202.41;55.78;
202.42;55.25;
202.43;54.84;
202.44;54.38;
202.45;53.66;
202.46;53.39;
202.47;53.30;
202.48;52.70;
202.49;52.52;
202.50;52.17;
202.51;51.67;
202.52;51.27;
202.53;51.00;
202.54;50.89;
202.55;50.72;
202.56;50.62;
202.57;50.36;
202.58;50.17;
202.59;50.12;
202.60;50.02;
202.61;49.94;
202.62;50.00;
202.63;49.81;
202.64;49.61;
202.65;49.81;
202.66;49.78;
202.67;49.45;
202.68;49.28;
202.69;49.33;
202.70;49.39;
202.71;49.19;
202.72;48.98;
202.73;49.17;
202.74;49.27;
202.75;49.50;
202.76;50.36;
202.77;51.94;
202.78;55.41;
202.79;61.27;
202.80;68.61;
202.81;74.78;
202.82;77.83;
